file_name,classes
VE121G0PJ-Q11_2.jpg,Open front
BB121G02K-K11_8.jpg,Open front
HOP21G00N-M11_10.jpg,Open front
CR221G01K-J12_15.jpg,Open front
M5S21G00L-Q11_2.jpg,Open front
RM021G009-Q11_12.jpg,Waistband
UNK21G00S-C11_8.jpg,Waistband
21B21U01A-Q11_4.jpg,Waistband
NM321D0IA-B11_2.jpg,Waistband
WEB21G02H-J11_5.jpg,Waistband
VM421U07T-Q11_2.jpg,Waistband
S5521G039-K11_16.jpg,Other
OB121U01T-B11_6.jpg,Zipper
ON321G0YA-Q11_19.jpg,Other
IN321G01J-J11_8.jpg,Waistband
PUC21U08B-C11_19.jpg,Other
M3I21U0AF-K11_18.jpg,Open front
F2121G00X-K11_2.jpg,Other
MUF21G003-Q11_9.jpg,Buttons
ON321G11N-K11_18.jpg,Other
L4221U03I-D11_11.jpg,Waistband
SOA21G04V-G11_14.jpg,Other
SAD21G01W-B11_2.jpg,Other
ON321G11R-K11_2.jpg,Other
P6921G028-Q11_5.jpg,Other
NA621G02F-J11_4.jpg,None - closed
SU222T0GA-K11_2.jpg,None - closed
TW321G008-A11_12.jpg,Other
PQ021U01E-K11_10.jpg,None - closed
1MY21G05B-M11_2.jpg,None - closed
NA621G02E-Q11_11.jpg,None - closed
STC21G00U-A11_10.jpg,Buttons
UNK21G00M-E11_10.jpg,Waistband
TON41F004-Q11_9.jpg,None - closed
THA21U011-G11_11.jpg,Buttons
WD222T03I-Q11_15.jpg,None - closed
ON321G0MG-K12_13.jpg,Open front
IN321G01P-O11_2.jpg,Waistband
NL021G08V-Q11_2.jpg,Waistband
ON321G0XB-O12_15.jpg,Waistband
TH341F06X-K12_2.jpg,None - closed
QS121U021-K11_8.jpg,Waistband
SU221U08X-J11_5.jpg,None - closed
CY541D01S-I11_8.jpg,Waistband
M5921U01G-N11_10.jpg,Waistband
PE321U01V-K11_16.jpg,Waistband
C2341F03G-A11_14.jpg,Hidden zipper
C1821G02N-Q11_2.jpg,None - closed
C2341F02X-Q11_7.jpg,None - closed
C14210006-B11_2.jpg,None - closed
SU221G0BE-M11_10.jpg,Hidden zipper
TH341F096-J11_12.jpg,None - closed
AM422T005-Q11_8.jpg,None - closed
NA621G02F-G11_13.jpg,None - closed
NI121G052-J11_9.jpg,None - closed
TOL21G00F-K11_2.jpg,Waistband
MI421G02J-G11_2.jpg,Waistband
IC621U019-E11_10.jpg,Hidden zipper
B1441F00U-E11_2.jpg,None - closed
21M21C000-K11_2.jpg,None - closed
NA621G02D-K11_2.jpg,None - closed
P1421G035-Q11_12.jpg,Waistband
FIQ21G001-Q11_11.jpg,None - closed
ON321U0FV-B11_19.jpg,Waistband
HUD21G009-Q11_7.jpg,None - closed
NM321U02O-K11_2.jpg,Hidden zipper
1MY21G058-A12_15.jpg,Buttons
EX121G02G-T11_8.jpg,Buttons
G1221G017-K11_2.jpg,Buttons
Z1721G058-O11_2.jpg,Zipper
WD221G022-J11_2.jpg,Zipper
B1441F00T-K11_2.jpg,Hidden zipper
F2121G00M-E13_4.jpg,Buttons
PAX21G00J-Q11_10.jpg,Open front
GI221U033-H11_14.jpg,Zipper
PB721U00Q-B11_11.jpg,Zipper
VE121G0U6-I11_2.jpg,Open front
RB522T006-M11_2.jpg,Zipper
CL321G00W-K11_9.jpg,Buttons
M5921G03U-A11_9.jpg,Open front
DI122T03O-Q11_4.jpg,Buttons
CM021U01D-K11_10.jpg,Zipper
S8521U056-J11_2.jpg,Zipper
JA222T0JZ-G11_2.jpg,Zipper
AD121J0MD-Q11_6.jpg,None - closed
PUC21G065-B11_2.jpg,Buttons
SOA21G051-E11_main_image.jpg,Buttons
ES121G0A3-C11_10.jpg,Buttons
B0N21G014-T11_4.jpg,Open front
SE521U03X-Q11_11.jpg,Buttons
PUC22T0E1-Q11_12.jpg,Zipper
C1821U00P-K11_16.jpg,Zipper
SU222T0FQ-Q11_8.jpg,Zipper
FAB21G003-B11_14.jpg,Zipper
VM421G09M-A11_16.jpg,Buttons
L4221U015-K11_12.jpg,Buttons
DR221U01B-Q11_13.jpg,Zipper
SOA21G051-A11_main_image.jpg,Buttons
JU021U01M-C11_14.jpg,Zipper
WD221U0D8-K11_2.jpg,Buttons
F1421G01B-K11_2.jpg,Hidden zipper
1FN21L01A-M11_12.jpg,Zipper
PAX21G009-O11_10.jpg,Zipper
NO621U005-K11_6.jpg,Zipper
OY241F00F-I11_17.jpg,Zipper
MAL21G01D-Q11_2.jpg,Buttons
N1242F0JS-E11_16.jpg,Zipper
ES121U09R-K11_12.jpg,Zipper
1CI22T00E-K11_main_image.jpg,Zipper
WD221G027-M11_14.jpg,Buttons
BF521G012-K12_10.jpg,Buttons
F2121G00M-Q11_2.jpg,Buttons
WD221U05Z-K11_14.jpg,Buttons
GW121G02O-K11_4.jpg,Buttons
VE121G0UI-Q11_10.jpg,Zipper
AN651G066-A11_8.jpg,Waistband
WD222T03M-K11_2.jpg,Hidden zipper
WD221U08C-J11_10.jpg,Buttons
ON321U0GG-Q11_13.jpg,Waistband
VEE21G004-Q11_7.jpg,Open front
JY121G03F-O11_2.jpg,Open front
M5921U01L-Q11_9.jpg,Zipper
GW121G02F-E11_6.jpg,Buttons
SO221G0BM-C11_14.jpg,None - closed
AN651G065-Q11_8.jpg,None - closed
CW221G00I-K11_7.jpg,Waistband
TO222T06P-K11_14.jpg,Hidden zipper
BEJ21G05P-C11_17.jpg,Buttons
H2742F03N-K11_8.jpg,Zipper
FI021G01C-K11_9.jpg,Buttons
BRH22T031-A11_11.jpg,Zipper
LE222T02M-B11_16.jpg,Hidden zipper
M5821G087-K11_9.jpg,Buttons
PUH21G00F-O11_2.jpg,Buttons
NOO41F008-M11_7.jpg,Zipper
ES121G0A2-M11_8.jpg,Waistband
4DR21C04J-N11_14.jpg,Waistband
WD221U0CH-G11_12.jpg,Buttons
F1421G018-Q11_11.jpg,Buttons
WD221G01W-E11_14.jpg,Zipper
4DR22T02D-C11_12.jpg,Buttons
VE121I1DR-J11_2.jpg,Open front
NT521G009-J11_9.jpg,Other
VM421G09M-K11_12.jpg,Buttons
1MY21G05F-B11_2.jpg,Zipper
SA322H00Q-K11_5.jpg,Buttons
